,ORI,YEAR,MRD,CLR,State,County,Agency
2045,AL02002,2016,1,1,Alabama,"Colbert, AL",Tuscumbia
2046,AL02002,2019,1,1,Alabama,"Colbert, AL",Tuscumbia
2054,AL02003,2011,1,1,Alabama,"Colbert, AL",Muscle Shoals
2055,AL02003,2015,1,0,Alabama,"Colbert, AL",Muscle Shoals
2056,AL02003,2017,1,1,Alabama,"Colbert, AL",Muscle Shoals
2057,AL02003,2018,2,0,Alabama,"Colbert, AL",Muscle Shoals
2059,AL02004,2019,1,0,Alabama,"Colbert, AL",Cherokee
2082,AL02100,2012,1,1,Alabama,"Conecuh, AL",Conecuh County
2083,AL02100,2013,1,1,Alabama,"Conecuh, AL",Conecuh County
2084,AL02100,2018,1,0,Alabama,"Conecuh, AL",Conecuh County
2093,AL02101,2011,1,0,Alabama,"Conecuh, AL",Evergreen
2094,AL02101,2014,1,0,Alabama,"Conecuh, AL",Evergreen
2095,AL02101,2017,1,0,Alabama,"Conecuh, AL",Evergreen
2128,AL02200,2015,1,1,Alabama,"Coosa, AL",Coosa County
2129,AL02200,2017,2,1,Alabama,"Coosa, AL",Coosa County
2130,AL02200,2019,1,0,Alabama,"Coosa, AL",Coosa County
2158,AL02300,2012,1,1,Alabama,"Covington, AL",Covington County
2178,AL02301,2011,1,1,Alabama,"Covington, AL",Andalusia
2179,AL02301,2013,1,1,Alabama,"Covington, AL",Andalusia
2180,AL02301,2015,1,1,Alabama,"Covington, AL",Andalusia
2181,AL02301,2016,1,1,Alabama,"Covington, AL",Andalusia
2182,AL02301,2018,1,1,Alabama,"Covington, AL",Andalusia
2183,AL02301,2019,1,0,Alabama,"Covington, AL",Andalusia
2192,AL02302,2010,1,1,Alabama,"Covington, AL",Opp
2193,AL02302,2018,1,1,Alabama,"Covington, AL",Opp
2194,AL02302,2019,1,1,Alabama,"Covington, AL",Opp
2201,AL02303,2016,1,1,Alabama,"Covington, AL",Florala
2202,AL02303,2018,1,1,Alabama,"Covington, AL",Florala
2232,AL02400,2011,2,1,Alabama,"Crenshaw, AL",Crenshaw County
2233,AL02400,2012,1,1,Alabama,"Crenshaw, AL",Crenshaw County
2234,AL02400,2013,2,0,Alabama,"Crenshaw, AL",Crenshaw County
2235,AL02400,2014,1,1,Alabama,"Crenshaw, AL",Crenshaw County
2236,AL02400,2016,1,0,Alabama,"Crenshaw, AL",Crenshaw County
2274,AL02500,2010,3,2,Alabama,"Cullman, AL",Cullman County
2275,AL02500,2011,1,1,Alabama,"Cullman, AL",Cullman County
2276,AL02500,2012,1,0,Alabama,"Cullman, AL",Cullman County
2277,AL02500,2013,3,1,Alabama,"Cullman, AL",Cullman County
2278,AL02500,2014,2,1,Alabama,"Cullman, AL",Cullman County
2279,AL02500,2016,2,2,Alabama,"Cullman, AL",Cullman County
2280,AL02500,2018,1,0,Alabama,"Cullman, AL",Cullman County
2289,AL02501,2012,1,1,Alabama,"Cullman, AL",Cullman
2290,AL02501,2013,2,1,Alabama,"Cullman, AL",Cullman
2291,AL02501,2017,1,1,Alabama,"Cullman, AL",Cullman
2292,AL02501,2018,1,1,Alabama,"Cullman, AL",Cullman
2293,AL02501,2019,1,1,Alabama,"Cullman, AL",Cullman
2311,AL02600,2013,1,1,Alabama,"Dale, AL",Dale County
2312,AL02600,2014,1,0,Alabama,"Dale, AL",Dale County
2313,AL02600,2016,1,0,Alabama,"Dale, AL",Dale County
2314,AL02600,2017,2,0,Alabama,"Dale, AL",Dale County
2341,AL02601,2010,1,1,Alabama,"Dale, AL",Ozark
2342,AL02601,2011,1,1,Alabama,"Dale, AL",Ozark
2343,AL02601,2014,1,1,Alabama,"Dale, AL",Ozark
2344,AL02601,2015,1,0,Alabama,"Dale, AL",Ozark
2345,AL02601,2017,3,2,Alabama,"Dale, AL",Ozark
2346,AL02601,2018,1,0,Alabama,"Dale, AL",Ozark
2356,AL02602,2012,1,1,Alabama,"Dale, AL",Daleville
2390,AL02700,2012,4,4,Alabama,"Dallas, AL",Dallas County
2391,AL02700,2013,2,1,Alabama,"Dallas, AL",Dallas County
2392,AL02700,2014,2,1,Alabama,"Dallas, AL",Dallas County
2393,AL02700,2015,2,0,Alabama,"Dallas, AL",Dallas County
2394,AL02700,2016,1,1,Alabama,"Dallas, AL",Dallas County
2395,AL02700,2017,1,1,Alabama,"Dallas, AL",Dallas County
2396,AL02700,2018,1,1,Alabama,"Dallas, AL",Dallas County
2397,AL02700,2019,1,1,Alabama,"Dallas, AL",Dallas County
2441,AL02701,2010,4,1,Alabama,"Dallas, AL",Selma
2442,AL02701,2011,3,3,Alabama,"Dallas, AL",Selma
2443,AL02701,2012,5,4,Alabama,"Dallas, AL",Selma
2444,AL02701,2013,3,2,Alabama,"Dallas, AL",Selma
2445,AL02701,2014,3,2,Alabama,"Dallas, AL",Selma
2446,AL02701,2015,4,2,Alabama,"Dallas, AL",Selma
2447,AL02701,2016,8,3,Alabama,"Dallas, AL",Selma
2448,AL02701,2017,2,1,Alabama,"Dallas, AL",Selma
2449,AL02701,2018,3,1,Alabama,"Dallas, AL",Selma
2450,AL02701,2019,1,0,Alabama,"Dallas, AL",Selma
2470,AL02800,2011,4,4,Alabama,"De Kalb, AL",De Kalb County
2471,AL02800,2013,2,0,Alabama,"De Kalb, AL",De Kalb County
2472,AL02800,2014,2,0,Alabama,"De Kalb, AL",De Kalb County
2473,AL02800,2015,5,3,Alabama,"De Kalb, AL",De Kalb County
2474,AL02800,2016,2,2,Alabama,"De Kalb, AL",De Kalb County
2475,AL02800,2018,2,0,Alabama,"De Kalb, AL",De Kalb County
2476,AL02800,2019,2,2,Alabama,"De Kalb, AL",De Kalb County
2493,AL02801,2016,1,1,Alabama,"De Kalb, AL",Fort Payne
2530,AL02900,2011,2,2,Alabama,"Elmore, AL",Elmore County
2531,AL02900,2012,3,3,Alabama,"Elmore, AL",Elmore County
2532,AL02900,2015,5,4,Alabama,"Elmore, AL",Elmore County
2533,AL02900,2016,4,3,Alabama,"Elmore, AL",Elmore County
2534,AL02900,2017,1,1,Alabama,"Elmore, AL",Elmore County
2535,AL02900,2018,4,4,Alabama,"Elmore, AL",Elmore County
2536,AL02900,2019,1,1,Alabama,"Elmore, AL",Elmore County
2546,AL02901,2016,4,4,Alabama,"Elmore, AL",Wetumpka
2547,AL02901,2017,2,0,Alabama,"Elmore, AL",Wetumpka
2548,AL02901,2018,1,1,Alabama,"Elmore, AL",Wetumpka
2565,AL02902,2010,0,1,Alabama,"Elmore, AL",Tallassee
2566,AL02902,2012,1,1,Alabama,"Elmore, AL",Tallassee
2567,AL02902,2018,1,0,Alabama,"Elmore, AL",Tallassee
2568,AL02902,2019,1,1,Alabama,"Elmore, AL",Tallassee
2582,AL02906,2013,1,0,Alabama,"Elmore, AL",Millbrook
2583,AL02906,2014,1,0,Alabama,"Elmore, AL",Millbrook
2584,AL02906,2017,2,1,Alabama,"Elmore, AL",Millbrook
2599,AL03000,2010,1,0,Alabama,"Escambia, AL",Escambia County
2600,AL03000,2012,2,0,Alabama,"Escambia, AL",Escambia County
2623,AL03001,2011,2,2,Alabama,"Escambia, AL",Atmore
2624,AL03001,2012,1,1,Alabama,"Escambia, AL",Atmore
2625,AL03001,2013,2,0,Alabama,"Escambia, AL",Atmore
2626,AL03001,2017,2,2,Alabama,"Escambia, AL",Atmore
2627,AL03001,2019,2,0,Alabama,"Escambia, AL",Atmore
2645,AL03002,2016,1,0,Alabama,"Escambia, AL",Brewton
2648,AL03003,2015,1,1,Alabama,"Escambia, AL",East Brewton
2653,AL03004,2016,2,2,Alabama,"Escambia, AL",Flomaton
2654,AL03004,2017,2,1,Alabama,"Escambia, AL",Flomaton
2685,AL03100,2010,1,0,Alabama,"Etowah, AL",Etowah County
2686,AL03100,2012,1,1,Alabama,"Etowah, AL",Etowah County
2687,AL03100,2013,2,2,Alabama,"Etowah, AL",Etowah County
2688,AL03100,2015,1,0,Alabama,"Etowah, AL",Etowah County
2689,AL03100,2016,1,1,Alabama,"Etowah, AL",Etowah County
2690,AL03100,2017,2,2,Alabama,"Etowah, AL",Etowah County
2691,AL03100,2018,2,2,Alabama,"Etowah, AL",Etowah County
2692,AL03100,2019,1,1,Alabama,"Etowah, AL",Etowah County
2753,AL03102,2010,5,3,Alabama,"Etowah, AL",Gadsden
2754,AL03102,2011,5,1,Alabama,"Etowah, AL",Gadsden
2755,AL03102,2012,1,1,Alabama,"Etowah, AL",Gadsden
2756,AL03102,2013,6,3,Alabama,"Etowah, AL",Gadsden
2757,AL03102,2014,3,2,Alabama,"Etowah, AL",Gadsden
2758,AL03102,2015,3,0,Alabama,"Etowah, AL",Gadsden
2759,AL03102,2016,4,0,Alabama,"Etowah, AL",Gadsden
2760,AL03102,2017,3,0,Alabama,"Etowah, AL",Gadsden
2761,AL03102,2018,3,0,Alabama,"Etowah, AL",Gadsden
2762,AL03102,2019,1,0,Alabama,"Etowah, AL",Gadsden
2766,AL03104,2018,1,0,Alabama,"Etowah, AL",Glencoe
2773,AL03105,2016,1,0,Alabama,"Etowah, AL",Rainbow City
2774,AL03106,2017,1,0,Alabama,"Etowah, AL",Hokes Bluff
2778,AL03107,2010,1,1,Alabama,"Etowah, AL",Southside
2790,AL03200,2012,1,1,Alabama,"Fayette, AL",Fayette County
2818,AL03300,2011,2,1,Alabama,"Franklin, AL",Franklin County
2819,AL03300,2013,1,0,Alabama,"Franklin, AL",Franklin County
2820,AL03300,2015,1,1,Alabama,"Franklin, AL",Franklin County
2821,AL03300,2016,1,0,Alabama,"Franklin, AL",Franklin County
2822,AL03300,2018,1,1,Alabama,"Franklin, AL",Franklin County
2836,AL03301,2010,1,1,Alabama,"Franklin, AL",Russellville
2837,AL03301,2013,2,0,Alabama,"Franklin, AL",Russellville
2838,AL03301,2017,1,0,Alabama,"Franklin, AL",Russellville
2871,AL03400,2010,1,1,Alabama,"Geneva, AL",Geneva County
2872,AL03400,2013,1,1,Alabama,"Geneva, AL",Geneva County
2873,AL03400,2014,2,0,Alabama,"Geneva, AL",Geneva County
2874,AL03400,2016,1,1,Alabama,"Geneva, AL",Geneva County
2875,AL03400,2018,1,1,Alabama,"Geneva, AL",Geneva County
2884,AL03401,2015,1,1,Alabama,"Geneva, AL",Geneva
2886,AL03402,2013,1,0,Alabama,"Geneva, AL",Samson
2887,AL03402,2019,1,1,Alabama,"Geneva, AL",Samson
2914,AL03500,2011,1,1,Alabama,"Greene, AL",Greene County
2915,AL03500,2013,1,0,Alabama,"Greene, AL",Greene County
2916,AL03500,2014,1,0,Alabama,"Greene, AL",Greene County
2925,AL03501,2017,1,1,Alabama,"Greene, AL",Eutaw
2926,AL03501,2018,1,0,Alabama,"Greene, AL",Eutaw
2969,AL03700,2010,1,1,Alabama,"Henry, AL",Henry County
2970,AL03700,2011,2,1,Alabama,"Henry, AL",Henry County
2971,AL03700,2012,2,1,Alabama,"Henry, AL",Henry County
2972,AL03700,2013,2,0,Alabama,"Henry, AL",Henry County
2979,AL03701,2010,1,0,Alabama,"Henry, AL",Abbeville
2980,AL03701,2013,1,0,Alabama,"Henry, AL",Abbeville
2981,AL03701,2019,1,1,Alabama,"Henry, AL",Abbeville
2987,AL03702,2012,2,0,Alabama,"Henry, AL",Headland
3017,AL03800,2011,1,1,Alabama,"Houston, AL",Houston County
3018,AL03800,2012,2,2,Alabama,"Houston, AL",Houston County
3019,AL03800,2014,1,1,Alabama,"Houston, AL",Houston County
3020,AL03800,2015,3,1,Alabama,"Houston, AL",Houston County
3021,AL03800,2016,4,4,Alabama,"Houston, AL",Houston County
3022,AL03800,2017,2,1,Alabama,"Houston, AL",Houston County
3023,AL03800,2018,1,1,Alabama,"Houston, AL",Houston County
3024,AL03800,2019,1,1,Alabama,"Houston, AL",Houston County
3070,AL03801,2010,1,0,Alabama,"Houston, AL",Dothan
3071,AL03801,2011,2,2,Alabama,"Houston, AL",Dothan
3072,AL03801,2012,5,4,Alabama,"Houston, AL",Dothan
3073,AL03801,2013,4,4,Alabama,"Houston, AL",Dothan
3074,AL03801,2014,1,1,Alabama,"Houston, AL",Dothan
3075,AL03801,2015,1,1,Alabama,"Houston, AL",Dothan
3076,AL03801,2016,5,5,Alabama,"Houston, AL",Dothan
3077,AL03801,2017,6,5,Alabama,"Houston, AL",Dothan
3078,AL03801,2018,9,4,Alabama,"Houston, AL",Dothan
3079,AL03801,2019,8,4,Alabama,"Houston, AL",Dothan
3113,AL03900,2011,1,1,Alabama,"Jackson, AL",Jackson County
3114,AL03900,2013,1,1,Alabama,"Jackson, AL",Jackson County
3115,AL03900,2014,3,1,Alabama,"Jackson, AL",Jackson County
3116,AL03900,2015,1,0,Alabama,"Jackson, AL",Jackson County
3138,AL03901,2019,1,1,Alabama,"Jackson, AL",Scottsboro
3178,AL04100,2010,3,3,Alabama,"Lauderdale, AL",Lauderdale County
3179,AL04100,2012,1,0,Alabama,"Lauderdale, AL",Lauderdale County
3180,AL04100,2016,1,0,Alabama,"Lauderdale, AL",Lauderdale County
3181,AL04100,2018,1,0,Alabama,"Lauderdale, AL",Lauderdale County
3212,AL04101,2010,1,1,Alabama,"Lauderdale, AL",Florence
3213,AL04101,2011,1,1,Alabama,"Lauderdale, AL",Florence
3214,AL04101,2012,2,1,Alabama,"Lauderdale, AL",Florence
3215,AL04101,2013,3,2,Alabama,"Lauderdale, AL",Florence
3216,AL04101,2014,1,1,Alabama,"Lauderdale, AL",Florence
3217,AL04101,2016,2,2,Alabama,"Lauderdale, AL",Florence
3218,AL04101,2017,1,1,Alabama,"Lauderdale, AL",Florence
3219,AL04101,2018,4,3,Alabama,"Lauderdale, AL",Florence
3220,AL04101,2019,1,1,Alabama,"Lauderdale, AL",Florence
3221,AL04106,2015,1,0,Alabama,"Lauderdale, AL",Rogersville
3257,AL04200,2013,2,1,Alabama,"Lawrence, AL",Lawrence County
3258,AL04200,2014,1,1,Alabama,"Lawrence, AL",Lawrence County
3259,AL04200,2015,1,1,Alabama,"Lawrence, AL",Lawrence County
3260,AL04200,2017,2,2,Alabama,"Lawrence, AL",Lawrence County
3302,AL04300,2016,10,9,Alabama,"Lee, AL",Lee County
3303,AL04300,2017,2,2,Alabama,"Lee, AL",Lee County
3304,AL04300,2018,2,2,Alabama,"Lee, AL",Lee County
3305,AL04300,2019,1,0,Alabama,"Lee, AL",Lee County
3339,AL04301,2010,3,2,Alabama,"Lee, AL",Auburn
3340,AL04301,2012,3,3,Alabama,"Lee, AL",Auburn
3341,AL04301,2013,2,0,Alabama,"Lee, AL",Auburn
3342,AL04301,2014,1,1,Alabama,"Lee, AL",Auburn
3343,AL04301,2015,2,2,Alabama,"Lee, AL",Auburn
3344,AL04301,2016,4,3,Alabama,"Lee, AL",Auburn
3345,AL04301,2017,4,4,Alabama,"Lee, AL",Auburn
3346,AL04301,2018,4,1,Alabama,"Lee, AL",Auburn
3347,AL04301,2019,5,4,Alabama,"Lee, AL",Auburn
3382,AL04302,2010,2,2,Alabama,"Lee, AL",Opelika
3383,AL04302,2011,2,0,Alabama,"Lee, AL",Opelika
3384,AL04302,2012,5,1,Alabama,"Lee, AL",Opelika
3385,AL04302,2013,3,2,Alabama,"Lee, AL",Opelika
3386,AL04302,2014,1,1,Alabama,"Lee, AL",Opelika
3387,AL04302,2015,3,0,Alabama,"Lee, AL",Opelika
3388,AL04302,2016,7,3,Alabama,"Lee, AL",Opelika
3389,AL04302,2017,5,4,Alabama,"Lee, AL",Opelika
3390,AL04302,2018,5,1,Alabama,"Lee, AL",Opelika
3391,AL04302,2019,1,1,Alabama,"Lee, AL",Opelika
3427,AL04400,2010,2,2,Alabama,"Limestone, AL",Limestone County
3428,AL04400,2012,3,3,Alabama,"Limestone, AL",Limestone County
3429,AL04400,2015,2,2,Alabama,"Limestone, AL",Limestone County
3430,AL04400,2017,2,2,Alabama,"Limestone, AL",Limestone County
3431,AL04400,2018,8,7,Alabama,"Limestone, AL",Limestone County
3453,AL04401,2011,1,1,Alabama,"Limestone, AL",Athens
3454,AL04401,2012,1,0,Alabama,"Limestone, AL",Athens
3455,AL04401,2016,1,1,Alabama,"Limestone, AL",Athens
3456,AL04401,2017,1,0,Alabama,"Limestone, AL",Athens
3457,AL04401,2018,3,1,Alabama,"Limestone, AL",Athens
3485,AL04500,2012,1,1,Alabama,"Lowndes, AL",Lowndes County
3486,AL04500,2013,2,1,Alabama,"Lowndes, AL",Lowndes County
3487,AL04500,2014,2,2,Alabama,"Lowndes, AL",Lowndes County
3488,AL04500,2016,2,2,Alabama,"Lowndes, AL",Lowndes County
3489,AL04500,2017,1,0,Alabama,"Lowndes, AL",Lowndes County
3490,AL04500,2018,2,1,Alabama,"Lowndes, AL",Lowndes County
3491,AL04500,2019,1,0,Alabama,"Lowndes, AL",Lowndes County
3496,AL04502,2011,1,0,Alabama,"Lowndes, AL",Hayneville
3523,AL04600,2012,1,0,Alabama,"Macon, AL",Macon County
3524,AL04600,2016,1,0,Alabama,"Macon, AL",Macon County
3525,AL04600,2018,1,0,Alabama,"Macon, AL",Macon County
3526,AL04600,2019,1,1,Alabama,"Macon, AL",Macon County
3559,AL04601,2010,3,2,Alabama,"Macon, AL",Tuskegee
3560,AL04601,2011,2,1,Alabama,"Macon, AL",Tuskegee
3561,AL04601,2012,2,0,Alabama,"Macon, AL",Tuskegee
3562,AL04601,2013,2,1,Alabama,"Macon, AL",Tuskegee
3563,AL04601,2015,3,2,Alabama,"Macon, AL",Tuskegee
3564,AL04601,2016,5,1,Alabama,"Macon, AL",Tuskegee
3565,AL04601,2017,3,0,Alabama,"Macon, AL",Tuskegee
3566,AL04601,2019,3,0,Alabama,"Macon, AL",Tuskegee
3570,AL04606,2012,2,0,Alabama,"Macon, AL",Shorter
3603,AL04700,2010,7,5,Alabama,"Madison, AL",Madison County
3604,AL04700,2011,2,2,Alabama,"Madison, AL",Madison County
3605,AL04700,2012,4,3,Alabama,"Madison, AL",Madison County
3606,AL04700,2013,1,1,Alabama,"Madison, AL",Madison County
3607,AL04700,2014,6,5,Alabama,"Madison, AL",Madison County
3608,AL04700,2015,7,7,Alabama,"Madison, AL",Madison County
3609,AL04700,2016,2,2,Alabama,"Madison, AL",Madison County
3610,AL04700,2017,6,3,Alabama,"Madison, AL",Madison County
3611,AL04700,2018,2,1,Alabama,"Madison, AL",Madison County
3612,AL04700,2019,2,2,Alabama,"Madison, AL",Madison County
3658,AL04701,2010,12,5,Alabama,"Madison, AL",Huntsville
3659,AL04701,2011,13,11,Alabama,"Madison, AL",Huntsville
3660,AL04701,2012,14,8,Alabama,"Madison, AL",Huntsville
3661,AL04701,2013,24,19,Alabama,"Madison, AL",Huntsville
3662,AL04701,2014,15,9,Alabama,"Madison, AL",Huntsville
3663,AL04701,2015,18,9,Alabama,"Madison, AL",Huntsville
3664,AL04701,2016,18,14,Alabama,"Madison, AL",Huntsville
3665,AL04701,2017,22,21,Alabama,"Madison, AL",Huntsville
3666,AL04701,2018,28,24,Alabama,"Madison, AL",Huntsville
3667,AL04701,2019,12,12,Alabama,"Madison, AL",Huntsville
3680,AL04702,2010,1,1,Alabama,"Madison, AL",Madison
3681,AL04702,2011,1,1,Alabama,"Madison, AL",Madison
3682,AL04702,2013,2,2,Alabama,"Madison, AL",Madison
3683,AL04702,2014,2,2,Alabama,"Madison, AL",Madison
3684,AL04702,2016,1,1,Alabama,"Madison, AL",Madison
3685,AL04702,2017,2,2,Alabama,"Madison, AL",Madison
3686,AL04702,2019,1,1,Alabama,"Madison, AL",Madison
3714,AL04800,2012,3,3,Alabama,"Marengo, AL",Marengo County
3715,AL04800,2013,1,1,Alabama,"Marengo, AL",Marengo County
3716,AL04800,2016,1,0,Alabama,"Marengo, AL",Marengo County
3717,AL04800,2017,2,0,Alabama,"Marengo, AL",Marengo County
3718,AL04800,2019,1,0,Alabama,"Marengo, AL",Marengo County
3729,AL04801,2013,1,1,Alabama,"Marengo, AL",Demopolis
3730,AL04801,2015,1,0,Alabama,"Marengo, AL",Demopolis
3731,AL04801,2016,1,1,Alabama,"Marengo, AL",Demopolis
3732,AL04801,2017,2,1,Alabama,"Marengo, AL",Demopolis
3741,AL04900,2012,1,1,Alabama,"Marion, AL",Marion County
3742,AL04900,2013,1,1,Alabama,"Marion, AL",Marion County
3743,AL04900,2014,1,1,Alabama,"Marion, AL",Marion County
3744,AL04900,2016,3,3,Alabama,"Marion, AL",Marion County
3752,AL04901,2011,1,0,Alabama,"Marion, AL",Hamilton
3753,AL04901,2016,1,1,Alabama,"Marion, AL",Hamilton
3758,AL04902,2010,1,0,Alabama,"Marion, AL",Winfield
3759,AL04902,2016,1,1,Alabama,"Marion, AL",Winfield
3762,AL04905,2019,1,0,Alabama,"Marion, AL",Brilliant
3793,AL05000,2012,1,1,Alabama,"Marshall, AL",Marshall County
3794,AL05000,2015,2,1,Alabama,"Marshall, AL",Marshall County
3795,AL05000,2016,1,1,Alabama,"Marshall, AL",Marshall County
3796,AL05000,2017,1,1,Alabama,"Marshall, AL",Marshall County
3809,AL05001,2014,1,0,Alabama,"Marshall, AL",Albertville
3824,AL05002,2017,1,1,Alabama,"Marshall, AL",Guntersville
3825,AL05002,2018,2,1,Alabama,"Marshall, AL",Guntersville
3835,AL05003,2011,1,0,Alabama,"Marshall, AL",Arab
3836,AL05003,2016,1,1,Alabama,"Marshall, AL",Arab
3870,AL05100,2010,1,1,Alabama,"Monroe, AL",Monroe County
3871,AL05100,2016,1,1,Alabama,"Monroe, AL",Monroe County
3872,AL05100,2018,2,2,Alabama,"Monroe, AL",Monroe County
3895,AL05101,2011,2,0,Alabama,"Monroe, AL",Monroeville
3896,AL05101,2013,3,1,Alabama,"Monroe, AL",Monroeville
3897,AL05101,2014,1,0,Alabama,"Monroe, AL",Monroeville
3898,AL05101,2016,1,0,Alabama,"Monroe, AL",Monroeville
3899,AL05104,2018,1,0,Alabama,"Monroe, AL",Excel
3964,AL05201,2010,4,3,Alabama,"Morgan, AL",Decatur
3965,AL05201,2011,3,3,Alabama,"Morgan, AL",Decatur
3966,AL05201,2012,2,2,Alabama,"Morgan, AL",Decatur
3967,AL05201,2013,5,4,Alabama,"Morgan, AL",Decatur
3968,AL05201,2015,5,5,Alabama,"Morgan, AL",Decatur
3969,AL05201,2016,5,5,Alabama,"Morgan, AL",Decatur
3970,AL05201,2017,9,5,Alabama,"Morgan, AL",Decatur
3971,AL05201,2018,1,1,Alabama,"Morgan, AL",Decatur
3972,AL05201,2019,1,1,Alabama,"Morgan, AL",Decatur
3992,AL05209,2014,1,0,Alabama,"Morgan, AL",Priceville
4020,AL05302,2018,1,1,Alabama,"Perry, AL",Uniontown
4042,AL05400,2013,1,1,Alabama,"Pickens, AL",Pickens County
4043,AL05400,2016,1,1,Alabama,"Pickens, AL",Pickens County
4051,AL05402,2011,1,1,Alabama,"Pickens, AL",Gordo
4052,AL05402,2012,2,1,Alabama,"Pickens, AL",Gordo
4054,AL05404,2013,1,1,Alabama,"Pickens, AL",Carrollton
4056,AL05407,2012,1,0,Alabama,"Pickens, AL",24th Jud Cir Drug & Vctf
4070,AL05500,2010,1,1,Alabama,"Pike, AL",Pike County
4071,AL05500,2012,1,0,Alabama,"Pike, AL",Pike County
4072,AL05500,2013,1,0,Alabama,"Pike, AL",Pike County
4073,AL05500,2015,1,1,Alabama,"Pike, AL",Pike County
4074,AL05500,2016,1,0,Alabama,"Pike, AL",Pike County
4102,AL05501,2011,1,1,Alabama,"Pike, AL",Troy
4103,AL05501,2012,3,3,Alabama,"Pike, AL",Troy
4104,AL05501,2013,3,3,Alabama,"Pike, AL",Troy
4105,AL05501,2015,3,3,Alabama,"Pike, AL",Troy
4106,AL05501,2017,1,1,Alabama,"Pike, AL",Troy
4107,AL05501,2018,6,2,Alabama,"Pike, AL",Troy
4148,AL05601,2010,1,0,Alabama,"Randolph, AL",Roanoke
4149,AL05601,2013,1,0,Alabama,"Randolph, AL",Roanoke
4175,AL05700,2013,3,3,Alabama,"Russell, AL",Russell County
4176,AL05700,2014,4,4,Alabama,"Russell, AL",Russell County
4177,AL05700,2016,2,2,Alabama,"Russell, AL",Russell County
4178,AL05700,2017,1,0,Alabama,"Russell, AL",Russell County
4179,AL05700,2018,2,2,Alabama,"Russell, AL",Russell County
4180,AL05700,2019,2,2,Alabama,"Russell, AL",Russell County
4221,AL05701,2010,4,4,Alabama,"Russell, AL",Phenix City
4222,AL05701,2011,7,4,Alabama,"Russell, AL",Phenix City
4223,AL05701,2012,2,2,Alabama,"Russell, AL",Phenix City
4224,AL05701,2013,5,5,Alabama,"Russell, AL",Phenix City
4225,AL05701,2014,4,3,Alabama,"Russell, AL",Phenix City
4226,AL05701,2015,3,2,Alabama,"Russell, AL",Phenix City
4227,AL05701,2016,8,5,Alabama,"Russell, AL",Phenix City
4228,AL05701,2017,9,3,Alabama,"Russell, AL",Phenix City
4229,AL05701,2018,7,4,Alabama,"Russell, AL",Phenix City
4230,AL05701,2019,3,2,Alabama,"Russell, AL",Phenix City
4257,AL05800,2010,1,1,Alabama,"St. Clair, AL",St. Clair County
4258,AL05800,2011,1,1,Alabama,"St. Clair, AL",St. Clair County
4259,AL05800,2012,2,1,Alabama,"St. Clair, AL",St. Clair County
4260,AL05800,2018,1,1,Alabama,"St. Clair, AL",St. Clair County
4261,AL05800,2019,1,1,Alabama,"St. Clair, AL",St. Clair County
4273,AL05801,2012,1,0,Alabama,"St. Clair, AL",Pell City
4274,AL05801,2013,1,0,Alabama,"St. Clair, AL",Pell City
4275,AL05801,2016,1,1,Alabama,"St. Clair, AL",Pell City
4276,AL05802,2011,2,2,Alabama,"St. Clair, AL",Ashville
4278,AL05803,2012,1,1,Alabama,"St. Clair, AL",Ragland
4280,AL05804,2015,1,0,Alabama,"St. Clair, AL",Springville
4291,AL05806,2012,1,0,Alabama,"St. Clair, AL",Moody
4292,AL05806,2017,1,1,Alabama,"St. Clair, AL",Moody
4293,AL05806,2018,1,1,Alabama,"St. Clair, AL",Moody
4295,AL05807,2012,3,0,Alabama,"St. Clair, AL",Riverside
4296,AL05807,2019,1,0,Alabama,"St. Clair, AL",Riverside
4297,AL05809,2013,1,1,Alabama,"St. Clair, AL",Steele
4335,AL05900,2010,1,0,Alabama,"Shelby, AL",Shelby County
4336,AL05900,2011,1,1,Alabama,"Shelby, AL",Shelby County
4337,AL05900,2012,4,4,Alabama,"Shelby, AL",Shelby County
4338,AL05900,2015,3,3,Alabama,"Shelby, AL",Shelby County
4339,AL05900,2016,3,3,Alabama,"Shelby, AL",Shelby County
4340,AL05900,2018,2,2,Alabama,"Shelby, AL",Shelby County
4341,AL05900,2019,1,1,Alabama,"Shelby, AL",Shelby County
4351,AL05901,2018,2,0,Alabama,"Shelby, AL",Calera
4352,AL05901,2019,1,0,Alabama,"Shelby, AL",Calera
4364,AL05903,2011,1,0,Alabama,"Shelby, AL",Montevallo
4365,AL05903,2017,1,0,Alabama,"Shelby, AL",Montevallo
4383,AL05904,2011,2,1,Alabama,"Shelby, AL",Alabaster
4384,AL05904,2014,1,0,Alabama,"Shelby, AL",Alabaster
4385,AL05904,2016,1,1,Alabama,"Shelby, AL",Alabaster
4396,AL05906,2010,1,1,Alabama,"Shelby, AL",Pelham
4397,AL05906,2011,1,1,Alabama,"Shelby, AL",Pelham
4398,AL05906,2012,2,2,Alabama,"Shelby, AL",Pelham
4400,AL05907,2014,1,0,Alabama,"Shelby, AL",Helena
4401,AL05907,2016,1,1,Alabama,"Shelby, AL",Helena
4418,AL06000,2012,1,0,Alabama,"Sumter, AL",Sumter County
4419,AL06000,2013,2,0,Alabama,"Sumter, AL",Sumter County
4420,AL06000,2014,2,0,Alabama,"Sumter, AL",Sumter County
4421,AL06000,2016,1,1,Alabama,"Sumter, AL",Sumter County
