ORI,YEAR,MRD,CLR,State,County,Agency
ID00303,2011,1,0,Idaho,"Bannock, ID",Fort Hall Tribal
FL06201,2012,2,2,Florida,"Taylor, FL",Perry
MI25422,2016,1,1,Michigan,"Genesee, MI",Genesee Township
KY10501,2010,2,0,Kentucky,"Scott, KY",Georgetown
WA00301,2011,2,1,Washington,"Benton, WA",Kennewick
MI25869,2011,1,1,Michigan,"Genesee, MI",Richfield Township
FL00301,2015,2,2,Florida,"Bay, FL",Panama City
FL01200,2019,1,1,Florida,"Columbia, FL",Columbia County
WA02707,2018,1,1,Washington,"Pierce, WA",Fife
FL06100,2013,3,3,Florida,"Suwannee, FL",Suwannee County
KS04605,2011,6,6,Kansas,"Johnson, KS",Olathe
MD01721,2011,80,45,Maryland,"Prince George's, MD",Prince George's County Police Department
TX02100,2016,1,1,Texas,"Brazos, TX",Brazos County
MI26026,2010,2,2,Michigan,"Gladwin, MI",State Police: Gladwin County
VA06300,2019,3,3,Virginia,"New Kent, VA",New Kent County
IDDI009,2011,2,0,Idaho,"Kootenai, ID",Coeur D'alene Tribal
TX08404,2019,3,2,Texas,"Galveston, TX",Galveston
CA03607,2016,8,8,California,"San Bernardino, CA",Ontario
PA02326,2018,4,2,Pennsylvania,"Delaware, PA",Radnor Township
TX04318,2014,2,0,Texas,"Collin, TX",Murphy
CA05202,2014,1,2,California,"Tehama, CA",Red Bluff
MD02400,2016,2,2,Maryland,"Worcester, MD",Worcester County
NB09300,2011,1,1,Nebraska,"York, NE",York County
CA02402,2013,1,0,California,"Merced, CA",Dos Palos
AL01000,2010,1,1,Alabama,"Butler, AL",Butler County
NJ01221,2015,2,2,New Jersey,"Middlesex, NJ",South Brunswick Township
IN391SP,2013,3,2,Indiana,"White, IN",State Police: White County
IL04501,2011,2,0,Illinois,"Kane, IL",Aurora
TX01522,2019,1,1,Texas,"Bexar, TX",Selma
SC03100,2010,1,1,South Carolina,"Lee, SC",Lee County
CT00093,2013,20,13,Connecticut,"New Haven, CT",New Haven
PA01801,2010,1,1,Pennsylvania,"Clinton, PA",Lock Haven
TX08404,2018,7,4,Texas,"Galveston, TX",Galveston
NJ01214,2015,2,2,New Jersey,"Middlesex, NJ",New Brunswick
SC02401,2014,2,2,South Carolina,"Greenwood, SC",Greenwood
MI38890,2015,2,2,Michigan,"Jackson, MI",Blackman Township
OH02001,2013,1,0,Ohio,"Defiance, OH",Defiance
MO05000,2011,2,2,Missouri,"Jefferson, MO",Jefferson County
GA12700,2014,1,1,Georgia,"Stephens, GA",Stephens County
OK06000,2013,2,2,Oklahoma,"Payne, OK",Payne County
AZDI052,2011,3,0,Arizona,"Bibb, AL",San Carlos Agency
CA01918,2011,2,2,California,"Los Angeles, CA",Culver City
MO04804,2013,2,1,Missouri,"Jackson, MO",Grandview
VA052SP,2019,1,0,Virginia,"Lee, VA",Sp: Lee County
HI00500,2016,5,5,Hawaii,"Maui, HI",Maui Police Department County
MA01215,2011,1,1,Massachusetts,"Plymouth, MA",Marshfield
UT02901,2015,4,3,Utah,"Weber, UT",Ogden
NY05906,2012,2,1,New York,"Westchester, NY",Port Chester Village
TX04500,2012,3,1,Texas,"Colorado, TX",Colorado County
TX01102,2016,1,0,Texas,"Bastrop, TX",Elgin
FL05313,2011,1,1,Florida,"Polk, FL",Lake Wales
IL0162B,2013,1,0,Illinois,"Cook, IL",Streamwood
NC01300,2013,3,3,North Carolina,"Cabarrus, NC",Cabarrus County
PA00416,2015,1,1,Pennsylvania,"Beaver, PA",New Brighton
AL01001,2016,3,3,Alabama,"Butler, AL",Greenville
WI05800,2014,2,2,Wisconsin,"Sawyer, WI",Sawyer County
MS01801,2010,4,3,Mississippi,"Forrest, MS",Hattiesburg
NY02906,2014,8,2,New York,"Nassau, NY",Hempstead Village
CA00113,2019,2,0,California,"Alameda, CA",Union City
MT01601,2017,2,2,Montana,"Gallatin, MT",Bozeman
LA01800,2014,3,2,Louisiana,"East Carroll, LA",East Carroll County
OR01701,2018,3,2,Oregon,"Josephine, OR",Grants Pass
OR00304,2019,1,1,Oregon,"Clackamas, OR",Lake Oswego
OH05004,2012,1,1,Ohio,"Mahoning, OH",Canfield
CA04700,2011,2,1,California,"Siskiyou, CA",Siskiyou County
NC09100,2014,5,4,North Carolina,"Vance, NC",Vance County
MS08201,2012,1,0,Mississippi,"Yazoo, MS",Yazoo City
NJ01303,2011,4,2,New Jersey,"Monmouth, NJ",Asbury Park
OR00301,2014,1,1,Oregon,"Clackamas, OR",Canby
TN09200,2018,1,0,Tennessee,"Weakley, TN",Weakley County
TX11401,2016,3,2,Texas,"Howard, TX",Big Spring
NJ01608,2016,19,10,New Jersey,"Passaic, NJ",Paterson
TX23600,2011,3,3,Texas,"Walker, TX",Walker County
AL05501,2013,3,3,Alabama,"Pike, AL",Troy
NC05301,2011,4,4,North Carolina,"Lee, NC",Sanford
GA00301,2018,1,1,Georgia,"Bacon, GA",Alma
IL03901,2013,2,0,Illinois,"Jackson, IL",Carbondale
MI78178,2013,1,0,Michigan,"Shiawassee, MI",Shiawassee
VA12600,2013,1,1,Virginia,"Staunton, VA",Staunton
OR03300,2018,1,0,Oregon,"Wasco, OR",Wasco County
MO08803,2018,2,0,Missouri,"Randolph, MO",Moberly
NY03201,2014,2,1,New York,"Oneida, NY",Rome
IL01681,2018,2,0,Illinois,"Cook, IL",Oak Park
GA14400,2015,4,4,Georgia,"Union, GA",Union County
CA03902,2013,1,1,California,"San Joaquin, CA",Lodi
WA03200,2014,1,1,Washington,"Spokane, WA",Spokane County
CA03308,2018,7,8,California,"Riverside, CA",Hemet
RI00404,2012,2,0,Rhodes Island,"Providence, RI",East Providence
LA02806,2010,1,1,Louisiana,"Lafayette, LA",Scott
TX02100,2017,1,1,Texas,"Brazos, TX",Brazos County
IL03900,2017,2,0,Illinois,"Jackson, IL",Jackson County
AL04301,2012,3,3,Alabama,"Lee, AL",Auburn
CT00080,2012,5,2,Connecticut,"New Haven, CT",Meriden
SC01300,2019,6,6,South Carolina,"Chesterfield, SC",Chesterfield County
CA03009,2019,6,1,California,"Orange, CA",Garden Grove
MI63815,2012,2,1,Michigan,"Oakland, MI",West Bloomfield Township
NC05300,2017,2,2,North Carolina,"Lee, NC",Lee County
CA04807,2017,15,7,California,"Solano, CA",Vallejo
MI82534,2013,1,0,Michigan,"Wayne, MI",Lincoln Park
WVWSP57,2011,1,1,West Virginia,"Lewis, WV",State Police:  Weston
PA00608,2017,1,1,Pennsylvania,"Berks, PA",Kutztown
FL05203,2012,3,7,Florida,"Pinellas, FL",Clearwater
AR06301,2018,1,1,Arkansas,"Saline, AR",Benton
NV00202,2019,18,13,Nevada,"Clark, NV",North Las Vegas
KY09700,2019,1,1,Kentucky,"Perry, KY",Perry County
OH03001,2014,1,1,Ohio,"Guernsey, OH",Cambridge
IL01602,2015,1,0,Illinois,"Cook, IL",Arlington Heights
CA01939,2017,2,1,California,"Los Angeles, CA",Lawndale
NM03000,2010,1,0,New Mexico,"Torrance, NM",Torrance County
MO09510,2011,1,1,Missouri,"St. Louis, MO",Bridgeton
IL02201,2017,2,0,Illinois,"DuPage, IL",Addison
IL08497,2011,62,0,Illinois,"Sangamon, IL",Illinois State Police
SC01800,2011,2,1,South Carolina,"Dorchester, SC",Dorchester County
OK06321,2019,2,0,Oklahoma,"Pottawatomie, OK",Kickapoo Tribal
GA05702,2018,5,5,Georgia,"Floyd, GA",Rome
CA01203,2019,3,5,California,"Humboldt, CA",Eureka
TX22002,2010,1,0,Texas,"Tarrant, TX",Azle
LA00901,2017,52,22,Louisiana,"Caddo, LA",Shreveport
PA06716,2016,0,1,Pennsylvania,"York, PA",Northeastern Regional
ME007SP,2014,1,1,Maine,"Knox, ME",State Police: Knox County
AL05500,2012,1,0,Alabama,"Pike, AL",Pike County
CA01908,2011,4,3,California,"Los Angeles, CA",Bellflower
SC01001,2016,11,9,South Carolina,"Charleston, SC",Charleston
NC04202,2018,2,2,North Carolina,"Halifax, NC",Roanoke Rapids
AL03400,2018,1,1,Alabama,"Geneva, AL",Geneva County
GA08400,2011,1,1,Georgia,"Jones, GA",Jones County
CA01901,2013,1,0,California,"Los Angeles, CA",Alhambra
OK05504,2012,6,6,Oklahoma,"Oklahoma, OK",Midwest City
AL03102,2012,1,1,Alabama,"Etowah, AL",Gadsden
AL05701,2019,3,2,Alabama,"Russell, AL",Phenix City
OR03100,2018,1,0,Oregon,"Union, OR",Union County
TX18801,2011,10,6,Texas,"Potter, TX",Amarillo
NM03301,2019,2,0,New Mexico,"Cibola, NM",Grants
PA01509,2018,1,1,Pennsylvania,"Chester, PA",Parkesburg
NC00400,2017,1,1,North Carolina,"Anson, NC",Anson County
AL04900,2014,1,1,Alabama,"Marion, AL",Marion County
IL08224,2015,1,0,Illinois,"St. Clair, IL",Fairview Heights
KYKSP14,2013,4,2,Kentucky,"Boyd, KY",State Police Post 14
MI09109,2018,4,1,Michigan,"Bay, MI",Bay
AL05807,2012,3,0,Alabama,"St. Clair, AL",Riverside
CA05606,2018,1,0,California,"Ventura, CA",Santa Paula
WI01305,2017,1,1,Wisconsin,"Dane, WI",Stoughton
MNDI070,2019,0,1,Minnesota,"Carlton, MN",Fond Du Lac Tribal
VA05800,2016,2,1,Virginia,"Mecklenburg, VA",Mecklenburg County
MI13237,2015,4,2,Michigan,"Calhoun, MI",Battle Creek
NJ00315,2012,1,1,New Jersey,"Burlington, NJ",Florence Township
SC00801,2013,12,9,South Carolina,"Berkeley, SC",Moncks Corner
TN09501,2019,2,1,Tennessee,"Wilson, TN",Lebanon
VA07700,2014,2,1,Virginia,"Pulaski, VA",Pulaski County
FL05025,2018,4,4,Florida,"Palm Beach, FL",Pahokee
PA040SP,2013,2,1,Pennsylvania,"Luzerne, PA",State Police: Luzerne County
PA02304,2019,18,7,Pennsylvania,"Delaware, PA",Chester
TN07900,2018,2,4,Tennessee,"Shelby, TN",Shelby County
CA03613,2012,1,1,California,"San Bernardino, CA",Adelanto
OK07200,2011,3,0,Oklahoma,"Tulsa, OK",Tulsa County
ME01302,2010,0,1,Maine,"Somerset, ME",Skowhegan
KYKSP09,2015,2,1,Kentucky,"Pike, KY",State Police Post 9
NJ00221,2019,1,1,New Jersey,"Bergen, NJ",Garfield
NY337SD,2014,2,1,New York,"Oswego, NY",State Police: Oswego County (D)
TN06301,2012,10,6,Tennessee,"Montgomery, TN",Clarksville
WI03500,2013,1,1,Wisconsin,"Lincoln, WI",Lincoln County
CO02301,2018,1,1,Colorado,"Garfield, CO",Glenwood Springs
NY03353,2017,1,0,New York,"Onondaga, NY",Dewitt Town
NC04203,2016,1,1,North Carolina,"Halifax, NC",Scotland Neck
TX14100,2019,1,0,Texas,"Lampasas, TX",Lampasas County
UT02906,2015,1,1,Utah,"Weber, UT",Riverdale
ME00607,2011,1,1,Maine,"Kennebec, ME",Winslow
TX12600,2018,1,1,Texas,"Johnson, TX",Johnson County
OK02100,2010,2,1,Oklahoma,"Delaware, OK",Delaware County
CO00300,2017,2,1,Colorado,"Arapahoe, CO",Arapahoe County
FL05102,2018,0,1,Florida,"Pasco, FL",New Port Richey
OH03109,2016,2,0,Ohio,"Hamilton, OH",Elmwood Place
UT02506,2018,2,1,Utah,"Utah, UT",Provo
NY03102,2010,5,3,New York,"Niagara, NY",Niagara Falls
IL01667,2011,13,0,Illinois,"Cook, IL",Maywood
TX03600,2015,4,6,Texas,"Chambers, TX",Chambers County
IN04001,2011,1,1,Indiana,"Jennings, IN",North Vernon
MO09000,2012,3,2,Missouri,"Reynolds, MO",Reynolds County
VA08800,2012,2,2,Virginia,"Spotsylvania, VA",Spotsylvania County
AZ00801,2013,1,1,Arizona,"Mohave, AZ",Kingman
TNMPD00,2019,190,81,Tennessee,"Shelby, TN",Memphis
FL05100,2013,20,17,Florida,"Pasco, FL",Pasco County
ME00206,2019,1,1,Maine,"Aroostook, ME",Presque Isle
MN02703,2018,1,0,Minnesota,"Hennepin, MN",Brooklyn Park
CO02101,2015,22,16,Colorado,"El Paso, CO",Colorado Springs
MA00201,2018,1,1,Massachusetts,"Berkshire, MA",Adams
PA04006,2017,1,0,Pennsylvania,"Luzerne, PA",Hanover Township
AK00133,2014,1,1,Alaska,"Aleutians West, AK",Unalaska
OK05400,2010,1,1,Oklahoma,"Okfuskee, OK",Okfuskee County
MA01442,2013,1,0,Massachusetts,"Worcester, MA",Rutland
OK06101,2018,1,0,Oklahoma,"Pittsburg, OK",Hartshorne
TX11401,2014,1,2,Texas,"Howard, TX",Big Spring
MO04806,2011,2,2,Missouri,"Jackson, MO",Independence
NMNSP00,2017,10,8,New Mexico,"Santa Fe, NM",New Mexico State Police
AR00403,2018,0,1,Arkansas,"Benton, AR",Siloam Springs
RI00406,2017,1,1,Rhodes Island,"Providence, RI",Lincoln
CA01905,2019,5,1,California,"Los Angeles, CA",Azusa
MD01725,2017,1,1,Maryland,"Prince George's, MD",University of Maryland:  College Park
AR06700,2016,2,0,Arkansas,"Sevier, AR",Sevier County
AZ00300,2014,3,3,Arizona,"Coconino, AZ",Coconino County
OH05724,2015,1,0,Ohio,"Montgomery, OH",Butler Township
GA02300,2017,0,1,Georgia,"Catoosa, GA",Catoosa County
CA00902,2011,1,1,California,"El Dorado, CA",South Lake Tahoe
CA05400,2017,13,25,California,"Tulare, CA",Tulare County
IL08224,2018,1,0,Illinois,"St. Clair, IL",Fairview Heights
CA03200,2016,2,1,California,"Plumas, CA",Plumas County
GA06301,2016,3,1,Georgia,"Glynn, GA",Brunswick
TX02102,2016,3,3,Texas,"Brazos, TX",College Station
OH04800,2014,1,1,Ohio,"Lucas, OH",Lucas County
NY02400,2013,1,1,New York,"Lewis, NY",Lewis County
LA05500,2017,2,2,Louisiana,"Terrebonne, LA",Terrebonne County
SC00700,2013,2,3,South Carolina,"Beaufort, SC",Beaufort County
MI63163,2014,6,5,Michigan,"Oakland, MI",Oakland
FL00617,2014,3,2,Florida,"Broward, FL",Lauderdale Lakes
IL01610,2017,1,0,Illinois,"Cook, IL",Blue Island
KY07400,2010,1,0,Kentucky,"McCreary, KY",Mccreary County
KS08100,2010,2,3,Kansas,"Riley, KS",Riley County Police Department
VA08300,2017,3,0,Virginia,"Russell, VA",Russell County
WY02301,2011,1,0,Wyoming,"Weston, WY",Newcastle
AL00202,2014,4,3,Alabama,"Mobile, AL",Prichard
MO10701,2015,1,1,Missouri,"Taney, MO",Branson
NC01101,2016,10,6,North Carolina,"Buncombe, NC",Asheville
NY01700,2013,1,1,New York,"Fulton, NY",Fulton County
PA04301,2013,1,1,Pennsylvania,"Mercer, PA",Southwestern Mercer County Regional
KS04200,2018,1,0,Kansas,"Hodgeman, KS",Hodgeman County
CT00080,2018,1,1,Connecticut,"New Haven, CT",Meriden
TX16500,2014,1,1,Texas,"Midland, TX",Midland County
TX07903,2013,1,0,Texas,"Fort Bend, TX",Rosenberg
IN02200,2016,1,0,Indiana,"Floyd, IN",Floyd County
MN02703,2015,2,3,Minnesota,"Hennepin, MN",Brooklyn Park
CA03009,2014,5,5,California,"Orange, CA",Garden Grove
IA05701,2010,2,2,Iowa,"Linn, IA",Cedar Rapids
CA02406,2019,5,5,California,"Merced, CA",Merced
CO03004,2011,8,7,Colorado,"Jefferson, CO",Lakewood
KS04300,2016,0,3,Kansas,"Jackson, KS",Jackson County
NC00100,2015,1,0,North Carolina,"Alamance, NC",Alamance County
TX09204,2013,2,2,Texas,"Gregg, TX",Kilgore
FL03100,2012,1,0,Florida,"Indian River, FL",Indian River County
NC03400,2019,4,1,North Carolina,"Forsyth, NC",Forsyth County
TX15500,2014,4,4,Texas,"McLennan, TX",Mclennan County
GA15900,2015,1,0,Georgia,"Worth, GA",Worth County
NC00500,2014,1,3,North Carolina,"Ashe, NC",Ashe County
TX00300,2017,2,0,Texas,"Angelina, TX",Angelina County
IN06402,2012,2,1,Indiana,"Porter, IN",Portage
VA073SP,2018,1,0,Virginia,"Prince Edward, VA",State Police: Prince Edward County
FL00607,2010,7,8,Florida,"Broward, FL",Pompano Beach
PA02328,2011,1,1,Pennsylvania,"Delaware, PA",Ridley Township
OH07902,2016,1,0,Ohio,"Tuscarawas, OH",Dover
NC10000,2017,1,1,North Carolina,"Yancey, NC",Yancey County
NY03700,2018,2,2,New York,"Oswego, NY",Oswego County
SC01200,2016,1,1,South Carolina,"Chester, SC",Chester County
UT00702,2011,1,1,Utah,"Duchesne, UT",Roosevelt
FL02803,2016,3,2,Florida,"Highlands, FL",Sebring
CA00708,2011,3,4,California,"Contra Costa, CA",Pittsburg
MA01443,2012,1,1,Massachusetts,"Worcester, MA",Shrewsbury
SC03200,2013,5,4,South Carolina,"Lexington, SC",Lexington County
OR00602,2015,3,2,Oregon,"Coos, OR",Coos Bay
WA03903,2012,1,1,Washington,"Yakima, WA",Toppenish
NJ00436,2011,2,1,New Jersey,"Camden, NJ",Winslow Township
TX10127,2013,2,0,Texas,"Harris, TX",Katy
NC01102,2014,1,1,North Carolina,"Buncombe, NC",Black Mountain
NC03101,2012,1,0,North Carolina,"Duplin, NC",Wallace
IL04601,2010,1,0,Illinois,"Kankakee, IL",Bradley
AR03001,2011,1,0,Arkansas,"Hot Spring, AR",Malvern
CA01910,2010,3,1,California,"Los Angeles, CA",Beverly Hills
FL02100,2011,1,0,Florida,"Gilchrist, FL",Gilchrist County
TX00101,2015,2,0,Texas,"Anderson, TX",Palestine
MI58590,2014,1,1,Michigan,"Monroe, MI",Monroe
FL06406,2017,1,1,Florida,"Volusia, FL",Edgewater
MO0950H,2015,1,1,Missouri,"St. Louis, MO",Maryland Heights
TX08900,2015,1,1,Texas,"Gonzales, TX",Gonzales County
AZ01009,2013,1,0,Arizona,"Pima, AZ",Marana
GA10001,2015,2,0,Georgia,"Miller, GA",Colquitt
TX10000,2012,3,2,Texas,"Hardin, TX",Hardin County
MA01119,2019,1,1,Massachusetts,"Norfolk, MA",Plainville
TX04305,2015,2,2,Texas,"Collin, TX",Mckinney
MS02100,2015,1,1,Mississippi,"Greene, MS",Greene County
NC06004,2016,0,1,North Carolina,"Mecklenburg, NC",Cornelius
NJ01708,2017,1,0,New Jersey,"Salem, NJ",Penns Grove
MO04804,2015,2,1,Missouri,"Jackson, MO",Grandview
GA00101,2018,1,6,Georgia,"Appling, GA",Baxley
OH00903,2010,2,3,Ohio,"Butler, OH",Middletown
CA01950,2013,10,2,California,"Los Angeles, CA",Palmdale
NJ01808,2019,4,2,New Jersey,"Somerset, NJ",Franklin Township (Somerset County)
TX18400,2010,3,3,Texas,"Parker, TX",Parker County
AR02801,2012,2,2,Arkansas,"Greene, AR",Paragould
NY05101,2014,29,11,New York,"Suffolk, NY",Suffolk County Police Department
LA01501,2015,3,2,Louisiana,"Concordia, LA",Ferriday
WA01711,2014,1,0,Washington,"King, WA",North Bend
NC07804,2010,1,1,North Carolina,"Robeson, NC",St. Pauls
WA01400,2011,2,2,Washington,"Grays Harbor, WA",Grays Harbor County
FL03600,2019,9,7,Florida,"Lee, FL",Lee County
CA01511,2018,4,2,California,"Kern, CA",California City
MO04810,2019,9,4,Missouri,"Jackson, MO",Raytown
MS02000,2014,2,2,Mississippi,"George, MS",George County
LA03201,2018,2,0,Louisiana,"Livingston, LA",Denham Springs
MO00101,2016,1,1,Missouri,"Adair, MO",Kirksville
IL04503,2016,1,0,Illinois,"Kane, IL",Carpentersville
WA01303,2010,1,0,Washington,"Grant, WA",Quincy
TX10701,2018,1,0,Texas,"Henderson, TX",Athens
NC09205,2019,2,2,North Carolina,"Wake, NC",Garner
IN04516,2011,1,1,Indiana,"Lake, IN",Schererville
PA00233,2016,1,0,Pennsylvania,"Allegheny, PA",Hampton Township
GA02503,2015,54,39,Georgia,"Chatham, GA",Savannah
CA01915,2017,21,3,California,"Los Angeles, CA",Compton
NB09100,2013,1,1,Nebraska,"Webster, NE",Webster County
OH06500,2015,1,0,Ohio,"Pickaway, OH",Pickaway County
ID00901,2012,1,1,Idaho,"Bonner, ID",Priest River
OR02602,2015,4,1,Oregon,"Multnomah, OR",Portland
LA03701,2013,6,3,Louisiana,"Ouachita, LA",Monroe
RI00408,2013,5,1,Rhodes Island,"Providence, RI",Pawtucket
NB04001,2017,2,1,Nebraska,"Hall, NE",Grand Island
IN02001,2010,1,3,Indiana,"Elkhart, IN",Elkhart
NY314SA,2010,1,1,New York,"Erie, NY",State Police: Erie County (A)
OH00902,2013,6,2,Ohio,"Butler, OH",Hamilton
NC01200,2017,0,1,North Carolina,"Burke, NC",Burke County
PA00402,2012,2,2,Pennsylvania,"Beaver, PA",Ambridge
WVWSP16,2012,1,1,West Virginia,"Lincoln, WV",State Police: Hamlin
IN08700,2019,2,2,Indiana,"Warrick, IN",Warrick County
MI34134,2012,1,0,Michigan,"Ionia, MI",Ionia
WV01005,2013,2,2,West Virginia,"Fayette, WV",Oak Hill
FL05400,2018,4,4,Florida,"Putnam, FL",Putnam County
OH05200,2011,0,1,Ohio,"Medina, OH",Medina County
KY02401,2015,2,3,Kentucky,"Christian, KY",Hopkinsville
NC04900,2015,2,2,North Carolina,"Iredell, NC",Iredell County
IL10104,2016,26,9,Illinois,"Winnebago, IL",Rockford
MA01413,2015,1,0,Massachusetts,"Worcester, MA",Dudley
PA062SP,2012,1,1,Pennsylvania,"Warren, PA",State Police: Warren County
KS08900,2014,1,0,Kansas,"Shawnee, KS",Shawnee County
TN00601,2014,1,1,Tennessee,"Bradley, TN",Cleveland
TN07100,2017,1,1,Tennessee,"Putnam, TN",Putnam County
GA06003,2015,0,1,Georgia,"Fulton, GA",Hapeville
VTVSP03,2013,1,1,Vermont,"Caledonia, VT",State Police: Rutland
IL06701,2015,1,0,Illinois,"Monroe, IL",Columbia
SD03901,2012,1,1,South Dakota,"Lake, SD",Madison
MNDI005,2012,1,0,Minnesota,"Cass, MN",Leech Lake Bnd Of Ojibwe
TN07400,2013,3,3,Tennessee,"Robertson, TN",Robertson County
NJ00907,2013,1,1,New Jersey,"Hudson, NJ",Kearny
AL06500,2011,1,1,Alabama,"Washington, AL",Washington County
FL03502,2013,0,1,Florida,"Lake, FL",Leesburg
WA01701,2010,3,3,Washington,"King, WA",Auburn
GA09200,2012,1,0,Georgia,"Lowndes, GA",Lowndes County
GA05500,2013,1,1,Georgia,"Fannin, GA",Fannin County
MS02400,2017,2,2,Mississippi,"Harrison, MS",Harrison County
CA03612,2012,6,3,California,"San Bernardino, CA",Victorville
IL01908,2010,2,0,Illinois,"DeKalb, IL",De Kalb
IL05302,2012,1,0,Illinois,"Livingston, IL",Pontiac
MI76176,2013,1,0,Michigan,"Sanilac, MI",Sanilac
TX02201,2015,1,1,Texas,"Brewster, TX",Alpine
CA03801,2018,46,44,California,"San Francisco, CA",San Francisco
CA04300,2018,1,2,California,"Santa Clara, CA",Santa Clara County
ILCPD00,2012,500,0,Illinois,"Cook, IL",Chicago
WV02002,2014,10,9,West Virginia,"Kanawha, WV",Charleston
AL02701,2013,3,2,Alabama,"Dallas, AL",Selma
MO10700,2015,1,1,Missouri,"Taney, MO",Taney County
VT01403,2011,1,0,Vermont,"Windsor, VT",Hartford
FL01304,2015,7,3,Florida,"Miami-Dade, FL",Hialeah
TX12802,2016,1,1,Texas,"Karnes, TX",Kenedy
MS01300,2014,1,1,Mississippi,"Clay, MS",Clay County
OH00400,2012,2,2,Ohio,"Ashtabula, OH",Ashtabula County
KS04600,2015,1,1,Kansas,"Johnson, KS",Johnson County
SC01500,2017,8,0,South Carolina,"Colleton, SC",Colleton County
MO04806,2016,9,5,Missouri,"Jackson, MO",Independence
IN315SP,2017,1,1,Indiana,"Dearborn, IN",State Police: Dearborn County
TX02700,2014,2,2,Texas,"Burnet, TX",Burnet County
MA00525,2017,2,0,Massachusetts,"Essex, MA",Peabody
FL05017,2019,2,2,Florida,"Palm Beach, FL",Jupiter
ID01400,2018,1,1,Idaho,"Canyon, ID",Canyon County
KY07602,2010,2,2,Kentucky,"Madison, KY",Richmond
OH07807,2010,4,3,Ohio,"Trumbull, OH",Warren
MS04502,2014,2,2,Mississippi,"Madison, MS",Ridgeland
CA00713,2011,1,0,California,"Contra Costa, CA",Kensington
VA04200,2016,4,4,Virginia,"Hanover, VA",Hanover County
MI50849,2014,1,1,Michigan,"Macomb, MI",Clinton Township
NJ00903,2012,1,1,New Jersey,"Hudson, NJ",Guttenberg
MA00917,2012,2,2,Massachusetts,"Middlesex, MA",Everett
TN07501,2017,3,2,Tennessee,"Rutherford, TN",Murfreesboro
MD317SP,2010,2,2,Maryland,"Queen Anne's, MD",State Police: Queen Anne's County
GA15700,2017,2,2,Georgia,"Wilkes, GA",Wilkes County
NV00701,2017,1,0,Nevada,"Humboldt, NV",Winnemucca
VTVSP03,2019,1,0,Vermont,"Caledonia, VT",State Police: Rutland
TX22601,2013,2,2,Texas,"Tom Green, TX",San Angelo
AL01101,2011,11,7,Alabama,"Calhoun, AL",Anniston
IL06600,2012,1,0,Illinois,"Mercer, IL",Mercer County
GA13701,2014,2,1,Georgia,"Tift, GA",Tifton
VA10000,2011,1,1,Virginia,"Bristol, VA",Bristol
VA09301,2017,2,1,Virginia,"Warren, VA",Front Royal
VA070SP,2014,1,0,Virginia,"Patrick, VA",State Police: Patrick County
MO08300,2011,1,0,Missouri,"Platte, MO",Platte County
KS00801,2011,1,1,Kansas,"Butler, KS",Augusta
IA08801,2014,1,0,Iowa,"Union, IA",Creston
CO02501,2010,1,1,Colorado,"Grand, CO",Ganby
TX22013,2017,1,1,Texas,"Tarrant, TX",Grapevine
MI21382,2011,1,0,Michigan,"Delta, MI",Escanaba
MS03402,2010,1,0,Mississippi,"Jones, MS",Laurel
VA065SP,2015,1,0,Virginia,"Northampton, VA",State Police: Northampton County
WI05702,2011,1,1,Wisconsin,"Sauk, WI",Baraboo
NY329SL,2013,1,0,New York,"Nassau, NY",State Police: Nassau County (L)
AL00105,2013,1,1,Alabama,"Jefferson, AL",Gardendale
CA01908,2014,2,1,California,"Los Angeles, CA",Bellflower
TX22000,2019,0,1,Texas,"Tarrant, TX",Tarrant County
TX22011,2012,2,2,Texas,"Tarrant, TX",Forest Hill
MN07306,2017,1,1,Minnesota,"Stearns, MN",Waite Park
AR07203,2012,1,0,Arkansas,"Washington, AR",Prairie Grove
MD02400,2012,1,1,Maryland,"Worcester, MD",Worcester County
AL04302,2015,3,0,Alabama,"Lee, AL",Opelika
FL00400,2018,1,0,Florida,"Bradford, FL",Bradford County
NC07703,2012,1,1,North Carolina,"Richmond, NC",Rockingham
