ORI,State,County,Agency
GA12100,Georgia,"Richmond, GA",Augusta-Richmond County
GA12200,Georgia,"Rockdale, GA",Rockdale County
GA12201,Georgia,"Rockdale, GA",Conyers
GA12300,Georgia,"Schley, GA",Schley County
GA12400,Georgia,"Screven, GA",Screven County
GA12401,Georgia,"Screven, GA",Sylvania
GA12500,Georgia,"Seminole, GA",Seminole County
GA12600,Georgia,"Spalding, GA",Spalding County
GA12601,Georgia,"Spalding, GA",Griffin
GA12700,Georgia,"Stephens, GA",Stephens County
GA12701,Georgia,"Stephens, GA",Toccoa
GA12900,Georgia,"Sumter, GA",Sumter County
GA12901,Georgia,"Sumter, GA",Americus
GA13000,Georgia,"Talbot, GA",Talbot County
GA13200,Georgia,"Tattnall, GA",Tattnall County
GA13201,Georgia,"Tattnall, GA",Glennville
GA13300,Georgia,"Taylor, GA",Taylor County
GA13500,Georgia,"Terrell, GA",Terrell County
GA13600,Georgia,"Thomas, GA",Thomas County
GA13601,Georgia,"Thomas, GA",Thomasville
GA13700,Georgia,"Tift, GA",Tift County
GA13701,Georgia,"Tift, GA",Tifton
GA13800,Georgia,"Toombs, GA",Toombs County
GA13801,Georgia,"Toombs, GA",Lyons
GA13802,Georgia,"Toombs, GA",Vidalia
GA13900,Georgia,"Towns, GA",Towns County
GA14000,Georgia,"Treutlen, GA",Treutlen County
GA14001,Georgia,"Treutlen, GA",Soperton
GA14100,Georgia,"Troup, GA",Troup County
GA14101,Georgia,"Troup, GA",Hogansville
GA14102,Georgia,"Troup, GA",Lagrange
GA14103,Georgia,"Troup, GA",West Point
GA14200,Georgia,"Turner, GA",Turner County
GA14201,Georgia,"Turner, GA",Ashburn
GA14300,Georgia,"Twiggs, GA",Twiggs County
GA14304,Georgia,"Twiggs, GA",Twiggs Cnty Board Of Ed
GA14400,Georgia,"Union, GA",Union County
GA14500,Georgia,"Upson, GA",Upson County
GA14501,Georgia,"Upson, GA",Thomaston
GA14600,Georgia,"Walker, GA",Walker County
GA14602,Georgia,"Walker, GA",Rossville
GA14604,Georgia,"Walker, GA",Chickamauga
GA14700,Georgia,"Walton, GA",Walton County
GA14701,Georgia,"Walton, GA",Monroe
GA14703,Georgia,"Walton, GA",Social Circle
GA14800,Georgia,"Ware, GA",Ware County
GA14801,Georgia,"Ware, GA",Waycross
GA14900,Georgia,"Warren, GA",Warren County
GA14901,Georgia,"Warren, GA",Warrenton
GA15000,Georgia,"Washington, GA",Washington County
GA15001,Georgia,"Washington, GA",Sandersville
GA15002,Georgia,"Washington, GA",Tennille
GA15100,Georgia,"Wayne, GA",Wayne County
GA15101,Georgia,"Wayne, GA",Jesup
GA15300,Georgia,"Wheeler, GA",Wheeler County
GA15302,Georgia,"Wheeler, GA",Glenwood
GA15400,Georgia,"White, GA",White County
GA15401,Georgia,"White, GA",Cleveland
GA15402,Georgia,"White, GA",Helen
GA15500,Georgia,"Whitfield, GA",Whitfield County
GA15501,Georgia,"Whitfield, GA",Dalton
GA15600,Georgia,"Wilcox, GA",Wilcox County
GA15700,Georgia,"Wilkes, GA",Wilkes County
GA15800,Georgia,"Wilkinson, GA",Wilkinson County
GA15900,Georgia,"Worth, GA",Worth County
GA15901,Georgia,"Worth, GA",Sylvester
GAAPD00,Georgia,"Fulton, GA",Atlanta
GAGSP00,Georgia,"Fulton, GA",Ga Dept Of Public Safety
HI00100,Hawaii,"Hawaii, HI",Hawaii Police Department County
HI00200,Hawaii,"Honolulu, HI",Honolulu County
HI00400,Hawaii,"Kauai, HI",Kauai Police Department County
HI00500,Hawaii,"Maui, HI",Maui Police Department County
IA00200,Iowa,"Adams, IA",Adams County
IA00400,Iowa,"Appanoose, IA",Appanoose County
IA00401,Iowa,"Appanoose, IA",Centerville
IA00600,Iowa,"Benton, IA",Benton County
IA00701,Iowa,"Black Hawk, IA",Cedar Falls
IA00703,Iowa,"Black Hawk, IA",Waterloo
IA00802,Iowa,"Boone, IA",Ogden
IA00900,Iowa,"Bremer, IA",Bremer County
IA01000,Iowa,"Buchanan, IA",Buchanan County
IA01101,Iowa,"Buena Vista, IA",Storm Lake
IA01200,Iowa,"Butler, IA",Butler County
IA01300,Iowa,"Calhoun, IA",Calhoun County
IA01500,Iowa,"Cass, IA",Cass County
IA01702,Iowa,"Cerro Gordo, IA",Mason City
IA01801,Iowa,"Cherokee, IA",Cherokee
IA01900,Iowa,"Chickasaw, IA",Chickasaw County
IA02001,Iowa,"Clarke, IA",Osceola
IA02101,Iowa,"Clay, IA",Spencer
IA02300,Iowa,"Clinton, IA",Clinton County
IA02301,Iowa,"Clinton, IA",Clinton
IA02400,Iowa,"Crawford, IA",Crawford County
IA02500,Iowa,"Dallas, IA",Dallas County
IA02501,Iowa,"Dallas, IA",Perry
IA02502,Iowa,"Dallas, IA",Adel
IA02504,Iowa,"Dallas, IA",Waukee
IA02600,Iowa,"Davis, IA",Davis County
IA02700,Iowa,"Decatur, IA",Decatur County
IA02701,Iowa,"Decatur, IA",Leon
IA02800,Iowa,"Delaware, IA",Delaware County
IA02801,Iowa,"Delaware, IA",Manchester
IA02900,Iowa,"Des Moines, IA",Des Moines County
IA02901,Iowa,"Des Moines, IA",Burlington
IA02902,Iowa,"Des Moines, IA",West Burlington
IA03000,Iowa,"Dickinson, IA",Dickinson County
IA03100,Iowa,"Dubuque, IA",Dubuque County
IA03101,Iowa,"Dubuque, IA",Dubuque
IA03200,Iowa,"Emmet, IA",Emmet County
IA03201,Iowa,"Emmet, IA",Estherville
IA03302,Iowa,"Fayette, IA",West Union
IA03401,Iowa,"Floyd, IA",Charles City
IA03501,Iowa,"Franklin, IA",Hampton
IA04001,Iowa,"Hamilton, IA",Webster City
IA04200,Iowa,"Hardin, IA",Hardin County
IA04400,Iowa,"Henry, IA",Henry County
IA04501,Iowa,"Howard, IA",Cresco
IA04800,Iowa,"Iowa, IA",Iowa County
IA04803,Iowa,"Iowa, IA",Williamsburg
IA04900,Iowa,"Jackson, IA",Jackson County
IA04901,Iowa,"Jackson, IA",Maquoketa
IA05000,Iowa,"Jasper, IA",Jasper County
IA05001,Iowa,"Jasper, IA",Newton
IA05006,Iowa,"Jasper, IA",Prairie City
IA05100,Iowa,"Jefferson, IA",Jefferson County
IA05200,Iowa,"Johnson, IA",Johnson County
IA05201,Iowa,"Johnson, IA",Coralville
IA05202,Iowa,"Johnson, IA",Iowa City
IA05400,Iowa,"Keokuk, IA",Keokuk County
IA05500,Iowa,"Kossuth, IA",Kossuth County
IA05501,Iowa,"Kossuth, IA",Algona
IA05600,Iowa,"Lee, IA",Lee County
IA05601,Iowa,"Lee, IA",Fort Madison
IA05602,Iowa,"Lee, IA",Keokuk
IA05700,Iowa,"Linn, IA",Linn County
IA05701,Iowa,"Linn, IA",Cedar Rapids
IA05702,Iowa,"Linn, IA",Marion
IA05703,Iowa,"Linn, IA",Hiawatha
IA05800,Iowa,"Louisa, IA",Louisa County
IA05900,Iowa,"Lucas, IA",Lucas County
IA06000,Iowa,"Lyon, IA",Lyon County
IA06201,Iowa,"Mahaska, IA",Oskaloosa
IA06300,Iowa,"Marion, IA",Marion County
IA06401,Iowa,"Marshall, IA",Marshalltown
IA06501,Iowa,"Mills, IA",Glenwood
IA06800,Iowa,"Monroe, IA",Monroe County
IA06901,Iowa,"Montgomery, IA",Red Oak
IA07000,Iowa,"Muscatine, IA",Muscatine County
IA07001,Iowa,"Muscatine, IA",Muscatine
IA07300,Iowa,"Page, IA",Page County
IA07302,Iowa,"Page, IA",Shenandoah
IA07500,Iowa,"Plymouth, IA",Plymouth County
IA07501,Iowa,"Plymouth, IA",Le Mars
IA07700,Iowa,"Polk, IA",Polk County
IA07701,Iowa,"Polk, IA",Ankeny
IA07702,Iowa,"Polk, IA",Clive
IA07703,Iowa,"Polk, IA",Des Moines
IA07704,Iowa,"Polk, IA",Urbandale
IA07705,Iowa,"Polk, IA",West Des Moines
IA07707,Iowa,"Polk, IA",Johnston
IA07708,Iowa,"Polk, IA",Altoona
IA07714,Iowa,"Polk, IA",Pleasant Hill
IA07800,Iowa,"Pottawattamie, IA",Pottawattamie County
IA07801,Iowa,"Pottawattamie, IA",Council Bluffs
IA07900,Iowa,"Poweshiek, IA",Poweshiek County
IA07901,Iowa,"Poweshiek, IA",Grinnell
IA08100,Iowa,"Sac, IA",Sac County
IA08200,Iowa,"Scott, IA",Scott County
IA08201,Iowa,"Scott, IA",Bettendorf
IA08202,Iowa,"Scott, IA",Davenport
IA08404,Iowa,"Sioux, IA",Rock Valley
IA08500,Iowa,"Story, IA",Story County
IA08501,Iowa,"Story, IA",Ames
IA08700,Iowa,"Taylor, IA",Taylor County
IA08800,Iowa,"Union, IA",Union County
IA08801,Iowa,"Union, IA",Creston
IA09000,Iowa,"Wapello, IA",Wapello County
IA09001,Iowa,"Wapello, IA",Ottumwa
IA09100,Iowa,"Warren, IA",Warren County
IA09101,Iowa,"Warren, IA",Indianola
IA09200,Iowa,"Washington, IA",Washington County
IA09201,Iowa,"Washington, IA",Washington
IA09400,Iowa,"Webster, IA",Webster County
IA09401,Iowa,"Webster, IA",Fort Dodge
IA09600,Iowa,"Winneshiek, IA",Winneshiek County
IA09700,Iowa,"Woodbury, IA",Woodbury County
IA09701,Iowa,"Woodbury, IA",Sioux City
IA09800,Iowa,"Worth, IA",Worth County
IA09900,Iowa,"Wright, IA",Wright County
ID00100,Idaho,"Ada, ID",Ada County
ID00101,Idaho,"Ada, ID",Boise
ID00102,Idaho,"Ada, ID",Garden City
ID00103,Idaho,"Ada, ID",Meridian
ID00300,Idaho,"Bannock, ID",Bannock County
ID00302,Idaho,"Bannock, ID",Pocatello
ID00303,Idaho,"Bannock, ID",Fort Hall Tribal
ID00500,Idaho,"Benewah, ID",Benewah County
ID00501,Idaho,"Benewah, ID",St. Maries
ID00600,Idaho,"Bingham, ID",Bingham County
ID00602,Idaho,"Bingham, ID",Blackfoot
ID00700,Idaho,"Blaine, ID",Blaine County
ID00703,Idaho,"Blaine, ID",Hailey
ID00704,Idaho,"Blaine, ID",Bellevue
ID00800,Idaho,"Boise, ID",Boise County
ID00900,Idaho,"Bonner, ID",Bonner County
ID00901,Idaho,"Bonner, ID",Priest River
ID00902,Idaho,"Bonner, ID",Sandpoint
ID01000,Idaho,"Bonneville, ID",Bonneville County
ID01002,Idaho,"Bonneville, ID",Idaho Falls
ID01100,Idaho,"Boundary, ID",Boundary County
ID01400,Idaho,"Canyon, ID",Canyon County
ID01401,Idaho,"Canyon, ID",Caldwell
ID01402,Idaho,"Canyon, ID",Nampa
ID01600,Idaho,"Cassia, ID",Cassia County
ID01800,Idaho,"Clearwater, ID",Clearwater County
ID01801,Idaho,"Clearwater, ID",Orofino
ID01900,Idaho,"Custer, ID",Custer County
ID02000,Idaho,"Elmore, ID",Elmore County
ID02002,Idaho,"Elmore, ID",Mountain Home
ID02100,Idaho,"Franklin, ID",Franklin County
ID02101,Idaho,"Franklin, ID",Preston
ID02300,Idaho,"Gem, ID",Gem County
ID02301,Idaho,"Gem, ID",Emmett
ID02400,Idaho,"Gooding, ID",Gooding County
ID02401,Idaho,"Gooding, ID",Gooding
ID02500,Idaho,"Idaho, ID",Idaho County
ID02502,Idaho,"Idaho, ID",Grangeville
ID02600,Idaho,"Jefferson, ID",Jefferson County
ID02701,Idaho,"Jerome, ID",Jerome
ID02800,Idaho,"Kootenai, ID",Kootenai County
ID02801,Idaho,"Kootenai, ID",Coeur D'Alene
ID02802,Idaho,"Kootenai, ID",Post Falls
ID02900,Idaho,"Latah, ID",Latah County
ID02905,Idaho,"Latah, ID",Moscow
ID03000,Idaho,"Lemhi, ID",Lemhi County
ID03300,Idaho,"Madison, ID",Madison County
ID03400,Idaho,"Minidoka, ID",Minidoka County
ID03401,Idaho,"Minidoka, ID",Rupert
ID03500,Idaho,"Nez Perce, ID",Nez Perce County
ID03502,Idaho,"Nez Perce, ID",Lewiston
ID03600,Idaho,"Oneida, ID",Oneida County
ID03700,Idaho,"Owyhee, ID",Owyhee County
ID03701,Idaho,"Owyhee, ID",Homedale
ID03803,Idaho,"Payette, ID",Payette
ID04000,Idaho,"Shoshone, ID",Shoshone County
ID04003,Idaho,"Shoshone, ID",Osburn
ID04004,Idaho,"Shoshone, ID",Pinehurst
ID04100,Idaho,"Teton, ID",Teton County
ID04200,Idaho,"Twin Falls, ID",Twin Falls County
ID04202,Idaho,"Twin Falls, ID",Twin Falls
ID04203,Idaho,"Twin Falls, ID",Kimberly
ID04300,Idaho,"Valley, ID",Valley County
ID04301,Idaho,"Valley, ID",McCall
IDDI004,Idaho,"Nez Perce, ID",Nez Perce Tribal
IDDI009,Idaho,"Kootenai, ID",Coeur D'alene Tribal
IDDI011,Idaho,"Boundary, ID",Kootenai Tribal
IDISP00,Idaho,"Boise, ID",Idaho State Police
IL00100,Illinois,"Adams, IL",Adams County
IL00103,Illinois,"Adams, IL",Quincy
IL00201,Illinois,"Alexander, IL",Cairo
IL00300,Illinois,"Bond, IL",Bond County
IL00301,Illinois,"Bond, IL",Greenville
IL00400,Illinois,"Boone, IL",Boone County
IL00401,Illinois,"Boone, IL",Belvidere
IL00600,Illinois,"Bureau, IL",Bureau County
IL00604,Illinois,"Bureau, IL",Princeton
IL00606,Illinois,"Bureau, IL",Spring Valley
IL00802,Illinois,"Carroll, IL",Lanark
IL01000,Illinois,"Champaign, IL",Champaign County
IL01001,Illinois,"Champaign, IL",Champaign
IL01004,Illinois,"Champaign, IL",Rantoul
IL01005,Illinois,"Champaign, IL",Tolono
IL01006,Illinois,"Champaign, IL",Urbana
IL01007,Illinois,"Champaign, IL",University of Illinois: Urbana
IL01101,Illinois,"Christian, IL",Pana
IL01102,Illinois,"Christian, IL",Taylorville
IL01200,Illinois,"Clark, IL",Clark County
IL01201,Illinois,"Clark, IL",Casey
IL01300,Illinois,"Clay, IL",Clay County
IL01402,Illinois,"Clinton, IL",Breese
IL01502,Illinois,"Coles, IL",Charleston
IL01503,Illinois,"Coles, IL",Mattoon
IL01509,Illinois,"Coles, IL",Lake Land College
IL01600,Illinois,"Cook, IL",Cook County
IL01601,Illinois,"Cook, IL",Alsip
IL01602,Illinois,"Cook, IL",Arlington Heights
IL01603,Illinois,"Cook, IL",Barrington
IL01604,Illinois,"Cook, IL",Barrington Hills
IL01605,Illinois,"Cook, IL",Bartlett
IL01606,Illinois,"Cook, IL",Bedford Park
IL01607,Illinois,"Cook, IL",Bellwood
IL01608,Illinois,"Cook, IL",Berkeley
IL01609,Illinois,"Cook, IL",Berwyn
IL01610,Illinois,"Cook, IL",Blue Island
IL01611,Illinois,"Cook, IL",Bridgeview
IL01612,Illinois,"Cook, IL",Broadview
IL01613,Illinois,"Cook, IL",Brookfield
IL01614,Illinois,"Cook, IL",Buffalo Grove
IL01615,Illinois,"Cook, IL",Burnham
IL01617,Illinois,"Cook, IL",Calumet City
IL01619,Illinois,"Cook, IL",Chicago Heights
IL0161A,Illinois,"Cook, IL",Sauk Village
IL0161C,Illinois,"Cook, IL",Willow Springs
IL01620,Illinois,"Cook, IL",Chicago Ridge
IL01621,Illinois,"Cook, IL",Cicero
IL01622,Illinois,"Cook, IL",Country Club Hills
IL01625,Illinois,"Cook, IL",Des Plaines
IL01626,Illinois,"Cook, IL",Dixmoor
IL01627,Illinois,"Cook, IL",Dolton
IL0162A,Illinois,"Cook, IL",Schaumburg
IL0162B,Illinois,"Cook, IL",Streamwood
IL01630,Illinois,"Cook, IL",Elk Grove Village
IL01631,Illinois,"Cook, IL",Elmwood Park
IL01632,Illinois,"Cook, IL",Evanston
IL01633,Illinois,"Cook, IL",Evergreen Park
IL01634,Illinois,"Cook, IL",Flossmoor
IL01635,Illinois,"Cook, IL",Forest Park
IL0163A,Illinois,"Cook, IL",Schiller Park
IL0163B,Illinois,"Cook, IL",Summit
IL01640,Illinois,"Cook, IL",Glenwood
IL01642,Illinois,"Cook, IL",Hanover Park
IL01643,Illinois,"Cook, IL",Harvey
IL01645,Illinois,"Cook, IL",Hazel Crest
IL01646,Illinois,"Cook, IL",Hickory Hills
IL0164A,Illinois,"Cook, IL",Skokie
IL01650,Illinois,"Cook, IL",Hoffman Estates
IL01652,Illinois,"Cook, IL",Homewood
IL01653,Illinois,"Cook, IL",Indian Head Park
IL01655,Illinois,"Cook, IL",Justice
IL01658,Illinois,"Cook, IL",La Grange Park
IL01659,Illinois,"Cook, IL",Lansing
IL0165K,Illinois,"Cook, IL",Cook Co Forest Preserve
IL0165M,Illinois,"Cook, IL",Tinley Park
IL01661,Illinois,"Cook, IL",Lincolnwood
IL01662,Illinois,"Cook, IL",Lynwood
IL01663,Illinois,"Cook, IL",Lyons
IL01666,Illinois,"Cook, IL",Matteson
IL01667,Illinois,"Cook, IL",Maywood
IL01668,Illinois,"Cook, IL",Melrose Park
IL0166A,Illinois,"Cook, IL",South Chicago Heights
IL0166B,Illinois,"Cook, IL",Westchester
IL0166C,Illinois,"Cook, IL",University of Illinois: Chicago
IL0166L,Illinois,"Cook, IL",Chicago State University
IL01670,Illinois,"Cook, IL",Midlothian
IL01671,Illinois,"Cook, IL",Morton Grove
IL01672,Illinois,"Cook, IL",Mount Prospect
IL01673,Illinois,"Cook, IL",Niles
IL01675,Illinois,"Cook, IL",Northbrook
IL01676,Illinois,"Cook, IL",Northfield
IL01677,Illinois,"Cook, IL",Northlake
IL01678,Illinois,"Cook, IL",North Riverside
IL01679,Illinois,"Cook, IL",Oak Forest
IL0167A,Illinois,"Cook, IL",South Holland
IL01680,Illinois,"Cook, IL",Oak Lawn
IL01681,Illinois,"Cook, IL",Oak Park
IL01683,Illinois,"Cook, IL",Orland Park
IL01684,Illinois,"Cook, IL",Palatine
IL01685,Illinois,"Cook, IL",Palos Heights
IL01687,Illinois,"Cook, IL",Palos Park
IL01688,Illinois,"Cook, IL",Park Forest
IL01689,Illinois,"Cook, IL",Park Ridge
IL0168C,Illinois,"Cook, IL",Burbank
IL01691,Illinois,"Cook, IL",Posen
IL01692,Illinois,"Cook, IL",Richton Park
IL01693,Illinois,"Cook, IL",Riverdale
IL01694,Illinois,"Cook, IL",River Forest
IL01695,Illinois,"Cook, IL",River Grove
IL01697,Illinois,"Cook, IL",Robbins
IL01699,Illinois,"Cook, IL",Rosemont
IL0169A,Illinois,"Cook, IL",Stickney
IL0169B,Illinois,"Cook, IL",Wheeling
IL0169G,Illinois,"Cook, IL",Prospect Heights
IL016AB,Illinois,"Cook, IL",Loyola University
IL01800,Illinois,"Cumberland, IL",Cumberland County
IL01900,Illinois,"DeKalb, IL",De Kalb County
IL01905,Illinois,"DeKalb, IL",Sycamore
IL01908,Illinois,"DeKalb, IL",De Kalb
IL01911,Illinois,"DeKalb, IL",Northern Illinois Univ
IL02000,Illinois,"De Witt, IL",De Witt County
IL02200,Illinois,"DuPage, IL",Du Page County
IL02201,Illinois,"DuPage, IL",Addison
IL02202,Illinois,"DuPage, IL",Bensenville
IL02203,Illinois,"DuPage, IL",Bloomingdale
IL02204,Illinois,"DuPage, IL",Carol Stream
IL02206,Illinois,"DuPage, IL",Downers Grove
IL02207,Illinois,"DuPage, IL",Elmhurst
IL02208,Illinois,"DuPage, IL",Glendale Heights
IL02209,Illinois,"DuPage, IL",Glen Ellyn
IL02210,Illinois,"DuPage, IL",Hinsdale
IL02213,Illinois,"DuPage, IL",Lombard
IL02214,Illinois,"DuPage, IL",Naperville
IL02215,Illinois,"DuPage, IL",Oak Brook
IL02216,Illinois,"DuPage, IL",Roselle
IL02217,Illinois,"DuPage, IL",Villa Park
IL02219,Illinois,"DuPage, IL",West Chicago
IL02220,Illinois,"DuPage, IL",Westmont
IL02221,Illinois,"DuPage, IL",Wheaton
IL02222,Illinois,"DuPage, IL",Winfield
IL02224,Illinois,"DuPage, IL",Woodridge
IL02227,Illinois,"DuPage, IL",Darien
IL02231,Illinois,"DuPage, IL",Burr Ridge
IL02303,Illinois,"Edgar, IL",Paris
IL02502,Illinois,"Effingham, IL",Effingham
IL02700,Illinois,"Ford, IL",Ford County
IL02701,Illinois,"Ford, IL",Gibson City
IL02702,Illinois,"Ford, IL",Paxton
IL02802,Illinois,"Franklin, IL",Christopher
IL02804,Illinois,"Franklin, IL",Sesser
IL02805,Illinois,"Franklin, IL",West Frankfort
IL02900,Illinois,"Fulton, IL",Fulton County
IL03101,Illinois,"Greene, IL",Carrollton
IL03103,Illinois,"Greene, IL",Roodhouse
IL03200,Illinois,"Grundy, IL",Grundy County
IL03204,Illinois,"Grundy, IL",Morris
IL03409,Illinois,"Hancock, IL",Warsaw
IL03500,Illinois,"Hardin, IL",Hardin County
IL03704,Illinois,"Henry, IL",Cambridge
IL03705,Illinois,"Henry, IL",Colona
IL03707,Illinois,"Henry, IL",Geneseo
IL03709,Illinois,"Henry, IL",Kewanee
IL03800,Illinois,"Iroquois, IL",Iroquois County
IL03801,Illinois,"Iroquois, IL",Watseka
IL03900,Illinois,"Jackson, IL",Jackson County
IL03901,Illinois,"Jackson, IL",Carbondale
IL03902,Illinois,"Jackson, IL",Murphysboro
IL04100,Illinois,"Jefferson, IL",Jefferson County
IL04101,Illinois,"Jefferson, IL",Mount Vernon
IL04202,Illinois,"Jersey, IL",Jerseyville
IL04302,Illinois,"Jo Daviess, IL",Elizabeth
IL04305,Illinois,"Jo Daviess, IL",Stockton
IL04400,Illinois,"Johnson, IL",Johnson County
IL04500,Illinois,"Kane, IL",Kane County
IL04501,Illinois,"Kane, IL",Aurora
IL04502,Illinois,"Kane, IL",Batavia
IL04503,Illinois,"Kane, IL",Carpentersville
IL04506,Illinois,"Kane, IL",Elgin
IL04507,Illinois,"Kane, IL",Geneva
IL04508,Illinois,"Kane, IL",Hampshire
IL04509,Illinois,"Kane, IL",Montgomery
IL04510,Illinois,"Kane, IL",North Aurora
IL04513,Illinois,"Kane, IL",South Elgin
IL04514,Illinois,"Kane, IL",St. Charles
IL04517,Illinois,"Kane, IL",West Dundee
IL04521,Illinois,"Kane, IL",Gilberts
IL04600,Illinois,"Kankakee, IL",Kankakee County
IL04601,Illinois,"Kankakee, IL",Bradley
IL04602,Illinois,"Kankakee, IL",Kankakee
IL04606,Illinois,"Kankakee, IL",St. Anne
IL04700,Illinois,"Kendall, IL",Kendall County
IL04702,Illinois,"Kendall, IL",Yorkville
IL04703,Illinois,"Kendall, IL",Oswego
IL04800,Illinois,"Knox, IL",Knox County
IL04804,Illinois,"Knox, IL",Galesburg
IL04900,Illinois,"Lake, IL",Lake County
IL04901,Illinois,"Lake, IL",Antioch
IL04903,Illinois,"Lake, IL",Deerfield
IL04905,Illinois,"Lake, IL",Grayslake
IL04906,Illinois,"Lake, IL",Gurnee
IL04908,Illinois,"Lake, IL",Highwood
IL04911,Illinois,"Lake, IL",Lake Villa
IL04913,Illinois,"Lake, IL",Libertyville
IL04914,Illinois,"Lake, IL",Mundelein
IL04915,Illinois,"Lake, IL",North Chicago
IL04917,Illinois,"Lake, IL",Round Lake Beach
IL04921,Illinois,"Lake, IL",Waukegan
IL04922,Illinois,"Lake, IL",Winthrop Harbor
IL04923,Illinois,"Lake, IL",Zion
IL04924,Illinois,"Lake, IL",Island Lake
IL04925,Illinois,"Lake, IL",Park City
IL04926,Illinois,"Lake, IL",Vernon Hills
IL04928,Illinois,"Lake, IL",Hainesville
IL04930,Illinois,"Lake, IL",Lindenhurst
IL05000,Illinois,"La Salle, IL",La Salle County
IL05001,Illinois,"La Salle, IL",La Salle
IL05003,Illinois,"La Salle, IL",Marseilles
IL05006,Illinois,"La Salle, IL",Oglesby
IL05007,Illinois,"La Salle, IL",Ottawa
IL05010,Illinois,"La Salle, IL",Streator
IL05102,Illinois,"Lawrence, IL",Lawrenceville
IL05200,Illinois,"Lee, IL",Lee County
IL05202,Illinois,"Lee, IL",Amboy
IL05203,Illinois,"Lee, IL",Dixon
IL05300,Illinois,"Livingston, IL",Livingston County
IL05302,Illinois,"Livingston, IL",Pontiac
IL05504,Illinois,"McDonough, IL",Macomb
IL05600,Illinois,"McHenry, IL",Mchenry County
IL05603,Illinois,"McHenry, IL",Crystal Lake
IL05604,Illinois,"McHenry, IL",Fox River Grove
IL05605,Illinois,"McHenry, IL",Harvard
IL05607,Illinois,"McHenry, IL",Huntley
IL05609,Illinois,"McHenry, IL",Lake Indiana The Hills
IL05612,Illinois,"McHenry, IL",Mchenry
IL05615,Illinois,"McHenry, IL",Woodstock
IL05619,Illinois,"McHenry, IL",Spring Grove
IL05700,Illinois,"McLean, IL",Mclean County
IL05701,Illinois,"McLean, IL",Bloomington
IL05702,Illinois,"McLean, IL",Normal
IL05800,Illinois,"Macon, IL",Macon County
IL05802,Illinois,"Macon, IL",Decatur
IL05900,Illinois,"Macoupin, IL",Macoupin County
IL05904,Illinois,"Macoupin, IL",Carlinville
IL05905,Illinois,"Macoupin, IL",Gillespie
IL06000,Illinois,"Madison, IL",Madison County
IL06001,Illinois,"Madison, IL",Alton
IL06002,Illinois,"Madison, IL",Bethalto
IL06003,Illinois,"Madison, IL",Collinsville
IL06004,Illinois,"Madison, IL",East Alton
IL06005,Illinois,"Madison, IL",Edwardsville
IL06007,Illinois,"Madison, IL",Granite City
IL06011,Illinois,"Madison, IL",Madison
IL06014,Illinois,"Madison, IL",Troy
IL06016,Illinois,"Madison, IL",Wood River
IL06021,Illinois,"Madison, IL",Pontoon Beach
IL06023,Illinois,"Madison, IL",Glen Carbon
IL06041,Illinois,"Madison, IL",Godfrey
IL06100,Illinois,"Marion, IL",Marion County
IL06102,Illinois,"Marion, IL",Centralia
IL06104,Illinois,"Marion, IL",Salem
IL06106,Illinois,"Marion, IL",Wamac
IL06200,Illinois,"Marshall, IL",Marshall County
IL06201,Illinois,"Marshall, IL",Henry
IL06300,Illinois,"Mason, IL",Mason County
IL06400,Illinois,"Massac, IL",Massac County
IL06502,Illinois,"Menard, IL",Athens
IL06600,Illinois,"Mercer, IL",Mercer County
IL06701,Illinois,"Monroe, IL",Columbia
IL06801,Illinois,"Montgomery, IL",Hillsboro
